,year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,awards,series,soundtrack,amount,ref_video
23,1990,1990 .06.02 개봉,영화,공포,닥터 지킬,제라르 키코인,https://movie-phinf.pstatic.net/20120110_144/132618496224920xwN_JPEG/movie_image.jpg,"의학박사 헨리(Dr. Jekyll/ Mr. Hyde: 안소니 퍼킨스 분)는 런던의 저명한 외과의로 아름다운 부인 엘리자베스(Elisabeth Jekyll: 그리니스 바바 분)와 행복하게 살고 있다. 부작용 없는 마취제 개발에 전념하던 그는 어느날 복용하면 도취감에 빠지며 환각 상태에서 성격이 격변하는 약제 개발에 성공한다. 그 무렵 창녀를 예리한 칼로 난자하는 연속 살인 사건이 일어나 런던 전체가 공포에 떨고, 뉴코먼(Newcomen: 레이 제워스 분) 형사는 범인 체포에 혈안이 된다. 새 마취제를 먹고 환각에 빠진 헨리가 저지른 일이다. 엘리자베스는 밤마다 집을 비우는 남편을 의심하게 되고, 경찰은 범행 수법으로 미루어 지킬 박사를 의심하기 시작한다. 창부 스잔나(Susannah: 사라 모어 쏩 분)의 아파트에서 중성인 조니(Johnny: 벤 콜 분)와 함께 환각 상태로 도착된 성유희를 하는 헨리 앞에 남편을 추적한 엘리자베스가 들이닥친다. 조니가 엘리자베스를 죽이려 하자 헨리는 조니를 죽이고, 그녀는 간신히 집으로 도망친다. 그러나 집에 돌아온 헨리는 난폭하게 실험실을 파괴하고 엘리자베스를 살해한다. 그리고는 형사 뉴코먼에게 다른 흉악범이 아내를 살해한 것처럼 이야기 하고, 뉴코몬은 범인을 꼭 잡을 것이라고 다짐한다.",해외,프랑스 / 영국 / 미국,https://www.youtube.com/watch?v=trqSKPutkPQ,-,-,NR,85분,-,클라우디아 우디 캐시 머피 질 피어슨 해리 랜디스 리사 데이비스 레이 주얼즈 벤 콜 데이비드 로지 사라 모어 도프 글리니스 바버 안소니 퍼킨스 ,  J.P. 펠릭스 J.P. Felix (각본) 론 레일리 Ron Raley (각본) 에버스 시몬스 Ewars Simons (각본) 에드워드 시몬스 Edward Simons (제작) 해리 앨런 타워스 Harry Alan Towers (제작) 토니 스프라틀링 Tony Spratling (촬영) 프레더릭 털곤 Frederic Talgorn (음악) 말콤 쿠크 Malcolm Cooke (편집),-,-,-,       -,https://www.youtube.com/watch?v=6_y1Qk9XKO0
24,1990,1990 .09.29 개봉,영화,드라마,단지 그대가 여자라는 이유만으로,김유진,https://movie-phinf.pstatic.net/20111221_25/1324462543033q6fMT_JPEG/movie_image.jpg,"한 주부(임정희: 원미경 분)가 밤 늦은 귀가길에 두 청년에게 성폭행을 당한다. 여자는 방어 본능으로 저항하다 한 청년(최종민: 김민종 분)의 혀를 깨물어 버린다. 여자는 도리어 그 청년에게 고소를 당하고, 급기야는 구속된다. 재판 과정에서 여자에게 퍼부어지는 검찰, 재판부, 상대편 변호사(이경영 분)의 성적, 인격적 모욕과 독설은 점점 여자를 궁지로 몰아가고, 어처구니 없게도 여자는 유죄 판결을 받는다. 집행 유예로 풀려나긴 했지만 주위 사람들의 차가운 시선과 포악한 소문, 무엇보다 남편(이영하 분)과 가족들의 불신은 여자를 참혹하게 짓이긴다. 하지만 여자는 남편의 만류를 설득하여 항소를 결심하고 변호를 자청한 여변호사(손숙 분)와 함께 끈질긴 법정 투쟁을 벌인다. 하지만 재판 과정에서 그녀의 불행했던 과거가 하나 둘씩 밝혀지면서 급기야 남편과도 멀어지고 결국 자살을 기도하게 된다. 천신마고 끝에 생명을 건진 여자는 마침내 최후 법정에 서고 결국 사건 현장에 함께 있었던 시누이(진희진 분)의 위증에 대한 번복 증언으로 원심을 깨고 '무죄'을 언도받는다.",국내,한국,https://www.youtube.com/watch?v=d8t2LgD2IAU,-,-,청소년 관람불가,105분,-,독고영재 황병훈 김민종 심재림 진희진 이경영 손숙 이영하 원미경 ,  이성수 (각본) 노효정 (각본) 이윤택 (각본) 김현택 KIM Hyun-taik (제작부장) 고규섭 (제작) 김두찬 (제작진행) 신철 (기획) 김성복 (촬영부) 이재호 (촬영부) 신범섭 (촬영부) 박용수 (촬영부) 유영길 (촬영) 김동호 (조명) 원명준 (조명부) 남지현 (조명부) 박세문 (조명부) 김지훈 (조명부) 김성관 (조명부) 김정국 (조명부) 윤진호 (스틸) 이성수 (조연출) 정병각 (조연출) 정성진 (조연출) 홍성실 (조연출) 김관수 (조연출) 지혜숙 (스크립터) 김경일 (녹음) 이영길 (동시녹음) 이승희 (음악) 조융삼 (미술) 손진숙 (분장) 김현 (편집) 김원용 (녹음부) 박선지 (분장부) 송영철 (녹음부) 최은석 (녹음부) 김탄영 (녹음부) 방정식 (배역) 김호길 (소품) 양대호 (효과),배우/제작진 수상 이력@수상정보 테이블표@1991@제 15회 황금촬영상 시상식@수상@감독상 (김유진)@제 29회 대종상 영화제@수상@남우주연상 (이영하)@수상@시나리오상 (이성수·오효정)@수상@여우주연상 (원미경)@수상@우수작품상 (예필름)@수상@특별상 (백영호(스틸))@수상@특별상 (최재호(연기상/남))@1990@제 11회 청룡영화상@수상@여우조연상 (손숙)@수상@여우주연상 (원미경),-,-,-,https://www.youtube.com/watch?v=l-3i7w0Czf4
25,1990,1990 .04.14 개봉,영화,"드라마, 멜로/로맨스",담장을 넘은 강아지,알베르토 살바,https://movie-phinf.pstatic.net/20180108_165/1515403211640VHj1r_JPEG/movie_image.jpg,"바다가 아름다운 브라질의 어느 해변가. 나란히 붙어있는 두 별장에 늙은 신문기자인 마오로와 발랄한 소녀 엘리스가 찾아 든다. 우연히 알게된 두 사람은 서로에게 매력을 느끼고, 마오로는 아내 모르게 밀회를 즐기지만.",해외,브라질,https://www.youtube.com/watch?v=S74Yj2UhrYA,-,-,NR,95분,-,플라비아 몬테이로 레지날도 파리아스 ,  알베르토 살바 Alberto Salva (각본) 엘리사 톨로멜리 Elisa Tolomelli (각본),-,-,-,   ,https://www.youtube.com/watch?v=XWhJd5ljy3U
27,1990,1990 .03.17 개봉,영화,"액션, 드라마",대분노,고든 헤슬러,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,검은 머리의 미연방수사요원 시로(Shiro Tanaka: 쇼 고수기 분)는 백인 동료 레이 콜맨과 함께 세계마약밀매조직의 뒤를 쫓는다. 그러던 중 레이가 적의 올가미에 걸려 비참한 죽음을 당하고 시로의 애인인 제니퍼(Jennifer: 로빈 에반스 분)까지 호텔에서 생명의 위협을 받게 된다. 고층에서 벌어지는 숨가쁜 위기의 순간에서 제니퍼를 구한 시로. 그러나 적들의 위협은 또다시 계속되는데.,해외,미국 / 아르헨티나,https://www.youtube.com/watch?v=YhK6OhRQ6wE,-,-,청소년 관람불가,91분,-,게리 깁슨 로빈 에반스 마르틴 코리아 쇼 코스기 ,  로버트 쇼트 Robert Short (각본) 돈 반 아타 Don Van Atta (제작) 스텔비오 치프리아니 Stelvio Cipriani (음악) 로버트 고든 Robert Gordon (편집),-,-,-,       ,https://www.youtube.com/watch?v=14GG78i8b8Y
28,-,-,영화,드라마,대추나무 사랑 걸렸네,염현섭  박수동  신현수,https://movie-phinf.pstatic.net/20111223_199/1324612009191B3Ntw_JPEG/movie_image.jpg,-,국내,한국,https://www.youtube.com/watch?v=GxuficLssOA,-,-,-,-,-,윤지숙 이상인 허윤정 손현주 박현숙 조재현 하미혜 김성환 박혜숙 박인환 남능미 김무생 천호진 조민수 이진숙 연규진 권재희 고현정 김애경 이경표 전원주 김인문 서승현 김상순 권오현 임선택 항준원 정요숙 윤지헌 이덕희 하대경 조양자 심양홍 유진수 김희정 고충희 이규준 송채환 서혜린 류용진 권용운 윤미라 백일섭 김성겸 ,  양근승 (각본) 김영조 (조감독),배우/제작진 수상 이력@수상정보 테이블표@1992@제 28회 백상예술대상@수상@TV 극본상 (양근승)@수상@TV 남자신인연기상 (천호진)@수상@TV 여자신인연기상 (고현정),-,-,-,https://www.youtube.com/watch?v=dVPIzWay77I
32,1990,1990 .11.17 개봉,영화,"코미디, 액션, 범죄",도성,원규  유진위,https://movie-phinf.pstatic.net/20111222_144/1324539882859eRRgW_JPEG/movie_image.jpg,"사물을 꽤뚫어보는 신통력을 지닌 성은 삼촌을 찾아 중국에서 홍콩으로 온다. 삼촌은 그의 신통력을 훈련시켜 카지노에서 돈을 따고, 성은 일약 유명해진다. 한편 홍콩에서 세계도박사들이 모이는 대회가 열리자 각파의 갱단들이 서로 성을 자기편에 끌어들이려고 혈안이 된다. 성은 대만에서 온 이몽을 보고 사랑에 빠져 대만갱과 계약을 한다. 그러나 겨드랑이에 점이있다는 사실만 알 뿐 그는 이몽이 어디있는지 알 수가 없다. 이몽은 대만과 홍콩갱 사이의 이중스파이였던 것이다. 성은 국제도박대회에서 쉽게 결승에 오르지만 이몽에 대한 사랑을 이루지 못해 점점 신통력까지 잃어간다. 희망을 잃은 그는 중국으로 돌아가려고 가출을 하고 이몽은 납치된다. 우여곡절끝에 결승전에서 다시 나타난 성은 마지막대전에서 상대방보다 낮은 카드를 쥐고, 신통력도 아무힘을 발휘하지 못한다. 그 순간 성의 친구가 구출한 이몽이 나타나고,성은 다시 정신을 집중해 신통력을 얻는다.",해외,홍콩,https://www.youtube.com/watch?v=QXO1smuAOzQ,-,-,NR,100분,-,진패 오군여 원규 오맹달 유진위 장민 주성치 ,  유진위 (각본) 장지광 (각본) 오사원 (원안) 원규 (원안) 유진위 (원안) 오사원 (출품인) 맥력문 (프로듀서) 유진위 (제작) 원규 (제작) 여요량 (기획) 양지명 (촬영) 진원가 (촬영) 주영륜 (조명) 임성명 (조명) 엄준 (조감독) 주금영 (음향편집) 노관정 (음악) 유민유 (미술) 이경문 (미술) 황세걸 (소품) 정봉연 (분장) 구군평 (헤어) 판슝 (편집) 원규 (무술감독) 장영상 (무술조감독),배우/제작진 수상 이력@수상정보 테이블표@1991@제 10회 홍콩금상장영화제@후보@남우조연상 (오맹달)@후보@남우주연상 (주성치),-,-,-,https://www.youtube.com/watch?v=b60_LbOgRSs
35,1990,1990 .07.14 개봉,영화,"코미디, 범죄",돈가방을 든 수녀,조나단 린,https://movie-phinf.pstatic.net/20111222_191/1324537789933xtCCC_JPEG/movie_image.jpg,"브라이언과 찰리는 자칭 순진한 강도로 보험회사보다는 덜한 사기꾼이라고 자부한다. 그러나 순진한 얼굴의 보스 케이스가 저지르는 미국식의 잔혹한 강도짓에 회의를 느겨 조직을 떠날 결심을 한다. 그들은 중국 갱단의 마약 밀매 자금을 훔치라는 명령을 받고 돈과 함께 탈출을 결심, 훔친 돈가방 2개를 들고 달아난다. 결국 중국 갱단과 케이스에게 동시에 쫓기는 신세가 된 것이다.@  수녀원으로 숨어든 브라이언과 찰리는 수녀복으로 갈아입고 수녀 행세를 하며 위기를 모면한 뒤 브라질 행 비행기 표를 예약했으나 웬일인지 원장 수녀는 수상한 이들을 모른 척하면서, 돈가방을 경리 담당 수녀에게 맡기게 하고 끊임없이 회개시키려 한다. 한편 브라이언을 찾아나선 그의 애인 페이스는 그들이 수녀원에 숨어있는 것을 알고 찾아오다 중국 갱단에 납치되는데, 케이스의 조직도 그것을 알아차리는 바람에 수녀원은 두 갱단에 의해 포위되고 만다. 그 와중에 페이스가 총에 맞고 병원에 입원하게 되는데..",해외,영국,https://www.youtube.com/watch?v=k5MhJS8_Adw,-,-,15세 관람가,89분,-,자넷 수즈먼 카밀 코두리 로비 콜트레인 에릭 아이들 ,  조나단 린 Jonathan Lynn (각본) 마이클 화이트 Michael White (제작) 시몬 보산퀘 Simon Bosanquet (공동제작) 조지 해리슨 George Harrison (기획) 데니스 오브라이언 Denis O'Brien (기획) 마이클 가페스 Michael Garfath (촬영) 옐로 Yello (음악) 히든 페이시스 Hidden Faces (음악) 시몬 홀랜드 Simon Holland (미술) 수잔 옐랜드 Susan Yelland (의상) 데이비드 마틴 David Martin (편집),-,-,-,       ,https://www.youtube.com/watch?v=DqUYLZxjjuc
36,1990,1990 개봉,영화,"SF, 모험",돌아온 손오공 - 동훈별곡,은희복,https://movie-phinf.pstatic.net/20111222_214/1324565853152JhRlK_JPEG/movie_image.jpg,"아주 오랜 옛날 현장법사는 부처님의 계시에 따라 불타의 삼보를 받으러 길을 떠난다. 가는 도중 옥황상제의 미움을 사 바위산에 갖혀있던 손오공을 구해 불공의 기회를 주며 동행한다. 사막지방에서는 산적두목 저팔계의 공격을 물리치고 아우로 삼아 함께 천축으로 간다. 그러나 삼보를 노리는 지옥의 마왕 요괴와 마수의 함정에 빠진 손오공 일행은 시공을 넘어 20세기의 문명사회로 들어온다. 이들은 당황한 나머지 곳곳에서 실수를 연발한다. 지옥의 마왕요괴는 도적무리의 두목으로, 마수는 경찰수사반장으로 변신하고 집요하게 공격한다. 손오공일행은 20세기에서 만난 사오정과 힘을 합쳐 마수와 요괴의 공격을 피해 부처님 계신 곳에 무사히 삼보를 안치한다.",국내,한국,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EB%8F%8C%EC%95%84%EC%98%A8%20%EC%86%90%EC%98%A4%EA%B3%B5%20-%20%EB%8F%99%ED%9B%88%EB%B3%84%EA%B3%A1%20%EC%98%88%EA%B3%A0%ED%8E%B8,-,-,전체 관람가,68분,-,원준 김선경 이원승 ,  은희복 (각본) 문여송 (제작) 서백용 (촬영) 최원근 (조명) 강인구 (음악) 한일진흥 (미술) 현동춘 (편집),-,-,-,  ,https://www.youtube.com/watch?v=Or-dCUc7Tss
37,1990,1990 .09.08 개봉,영화,드라마,동경 아리랑,손창호,https://movie-phinf.pstatic.net/20111222_56/1324549585245o1LOQ_JPEG/movie_image.jpg,"대평은 우연히 만난 선희를 끈질기게 따라 다녀 결국 약혼을 한다. 그러나 결혼준비를 해온다고 일본에 가서는 소식이 끊어진다. 선희는 일본에서 유학생과 결혼해서 사는 후배 미희와 연락, 대평을 찾으러 떠난다. 미희의 남편과 대평을 찾아 다니지만 매일 허탕만 치고 비자기간이 끝난다. 그러던 중 선희는 미희가 일하는 술집마담의 눈에 띤다. 그녀의 유혹으로 선희는 일본에 더 있기 위해 일본남자의 호적을 사서 입적시킨다. 그와 보석상에 갔다가 대평을 만나지만 예쁜 부인과 함께 온 대평은 선희를 모른척 한다. 충격을 받은 선희는 돈을 벌기로 작정을 하고 오쿠보라는 부자노인네를 만나 호강하기 시작한다. 그러나 그녀는 어디까지나 첩일 수 밖에 없다.",국내,한국,https://www.youtube.com/watch?v=XXoSu39wJmU,빅씨이벤트,-,청소년 관람불가,80분,-,문미봉 성명순 김경란 강희주 김수천 임용규 김희 노사강 최은숙 백찬기 박연주 김영신 안혜리 송경철 정한헌 장혁 트위스트 김 이대로 박규채 전채원 최인숙 김동현 손창호 허윤정 우연희 ,  손창호 (각본) 박형서 (각색) 손창호 (원작자) 반인섭 (제작담당) 백성기 (제작담당) 이종남 (제작) 이병연 (기획) 허준 (기획) 최정우 (촬영부) 허성룡 (촬영부) 여경보 (촬영부) 성광제 (촬영) 신학성 (조명) 이강산 (조명부) 김현일 (조명부) 전진용 (조명부) 김규홍 (스틸) 김은미 (조연출) 백양기 (조연출) 박미정 (스크립터) 김병수 (녹음) 송병준 (음악) 윤종두 (옵티컬) 현동춘 (편집) 영화진흥위원회 현상실 홍필름 (현상) 양대호 (효과),-,-,-,-,https://www.youtube.com/watch?v=KCSmiPPmjrQ
38,1990,1990 .05.12 개봉,영화,"드라마, 코미디",드라이빙 미스 데이지,브루스 베레스포드,https://movie-phinf.pstatic.net/20180821_155/15348418974856yrPm_JPEG/movie_image.jpg,"고집이 세고 자존심 강한 데이지 여사(Daisy Werthan: 제시카 탠디 분)는 70세가 넘은 나이에도 불구하고 혼자 운전을 하다 결국 사고를 낸다. 이에 놀란 아들 불리(Boolie Werthan: 댄 애크로이드 분)는 흑인 운전사 호크(Hoke Colburn: 모간 프리먼 분)를 고용한다. 그러나 고집센 유태인 마나님은 일방적으로 호크를 무시하는 등 그를 받아들이지 않는다. 그렇지만 유머가 가득하고 인내심이 강하며 인간미가 넘쳐 흐르는 호크는 데이지 여사의 냉대와 무시를 무릅쓰고 오로지 진실한 보살핌으로 복종한다. 결국 잘난 체하고 고집불통인 할머니도 그의 참다운 인간성에 감동, 따뜻한 마음으로 그를 받아들인다.",해외,미국,https://www.youtube.com/watch?v=z_lEEB6XwNM,삼호필름,-,전체 관람가,98분,-,에스더 롤 패티 루폰 댄 애크로이드 제시카 탠디 모건 프리먼 ,  알프레드 어리 Alfred Uhry (각본) 알프레드 어리 Alfred Uhry (원작자) 리처드 D. 자눅 Richard D. Zanuck (제작) 데이비드 브라운 David Brown (기획) 피터 제임스 Peter James (촬영) 한스 짐머 Hans Zimmer (음악) 브루노 루베오 Bruno Rubeo (미술) 엘리자베스 맥브라이드 Elizabeth McBride (의상) 마크 워너 Mark Warner (편집),배우/제작진 수상 이력@수상정보 테이블표@2018@제 44회 도빌 아메리칸 영화제@후보@트리뷰트 (브루스 베레스포드)@제 71회 칸영화제@후보@칸 클래식 (브루스 베레스포드)@2010@제 23회 싱가포르 국제 영화제@후보@감독의 초점 (브루스 베레스포드)@1991@제 44회 영국 아카데미 시상식@수상@여우주연상 (제시카 탠디)@1990@제 42회 미국 작가 조합상@수상@각색상 (알프레드 어리)@제 62회 미국 아카데미 시상식@수상@각색상 (알프레드 어리)@후보@남우조연상 (댄 애크로이드)@후보@남우주연상 (모건 프리먼)@수상@분장상 (Manlio Rocchetti)@수상@여우주연상 (제시카 탠디)@수상@작품상 (리처드 D. 자눅)@제 47회 골든 글로브 시상식@수상@남우주연상-뮤지컬코미디 (모건 프리먼)@수상@여우주연상-뮤지컬코미디 (제시카 탠디)@수상@작품상-뮤지컬코미디 (브루스 베레스포드),-,-,-,https://www.youtube.com/watch?v=OwuGTSIOUXk
